frame,tid,cls,cx,cy,yaw,vx,vy,heading,hit,speed,moving,score,length,width,is_vehicle
67,8,Car,40.101996,-9.215767,-0.908485,-0.083435,-0.001155,-3.127755,1,0.083443,0,16.000000,1.213163,0.598671,0
67,30,Car,27.355546,-27.149562,-1.570796,0.022854,0.265089,1.484795,1,0.266073,0,1.000000,1.918859,0.000002,0
67,35,Car,24.116011,-30.988023,-1.066153,-0.793716,2.890687,1.838769,1,2.997675,0,12.000000,1.107438,0.207592,0
67,23,Car,10.895102,27.418281,-1.570796,0.177984,-0.155829,-0.719128,0,0.236561,0,1.000000,0.492380,0.002718,0
68,3,Car,14.882963,30.326500,-4.339049,0.067973,-0.105102,-0.996719,1,0.125167,0,8.000000,2.318438,0.703007,0
68,4,Car,31.122569,-28.877881,3.141593,0.008432,0.053982,1.415843,1,0.054637,0,1.000000,2.108139,0.329285,0
68,8,Car,40.094748,-9.235725,-0.849618,-0.082231,-0.022974,-2.869152,1,0.085380,0,18.000000,1.606094,0.610268,0
68,30,Car,27.358503,-27.352081,-1.570796,0.023444,0.064063,1.219983,1,0.068218,0,1.000000,1.918859,0.000002,0
68,35,Car,24.096551,-30.631645,-1.110671,-0.724165,2.968825,1.810048,1,3.055869,0,9.000000,1.224099,0.120846,0
68,23,Car,10.912900,27.402698,-1.570796,0.177984,-0.155829,-0.719128,0,0.236561,0,1.000000,0.492380,0.002718,0
69,3,Car,14.854551,30.300565,-3.778247,0.028669,-0.122321,-1.340574,1,0.125635,0,8.000000,0.571697,0.153246,0
69,4,Car,31.126318,-28.947134,-3.035628,0.011634,-0.028286,-1.180601,1,0.030585,0,4.000000,1.916767,0.110241,0
69,8,Car,40.109681,-9.230892,-0.894396,-0.056723,-0.015120,-2.881091,1,0.058703,0,13.000000,1.245502,0.186466,0
69,35,Car,24.051450,-30.310462,-0.590253,-0.692762,2.996761,1.797976,1,3.075792,0,5.000000,0.743626,0.089542,0
69,30,Car,27.360847,-27.345675,-1.570796,0.023444,0.064063,1.219983,0,0.068218,0,1.000000,1.918859,0.000002,0
69,23,Car,10.930699,27.387115,-1.570796,0.177984,-0.155829,-0.719128,0,0.236561,0,1.000000,0.492380,0.002718,0
70,3,Car,14.845057,30.259772,-4.503377,0.014871,-0.154203,-1.474654,1,0.154918,0,8.000000,2.213511,0.641405,0
70,4,Car,31.092856,-28.736696,3.141593,-0.026689,0.207760,1.698558,1,0.209468,0,1.000000,1.916767,0.110241,0
70,8,Car,40.127678,-9.224291,-0.830642,-0.030593,-0.006164,-2.942780,1,0.031208,0,17.000000,1.314611,0.471775,0
70,30,Car,27.372625,-27.510014,-1.570796,0.031961,-0.090096,-1.229903,1,0.095597,0,1.000000,1.918859,0.000002,0
70,35,Car,24.017106,-30.022241,0.029451,-0.652927,2.983698,1.786232,1,3.054303,0,2.000000,0.134468,0.089542,0
70,23,Car,10.948497,27.371532,-1.570796,0.177984,-0.155829,-0.719128,0,0.236561,0,1.000000,0.492380,0.002718,0
71,3,Car,14.809124,30.250424,-4.006294,-0.026901,-0.147425,-1.751282,1,0.149859,0,5.000000,0.531256,0.235470,0
71,4,Car,31.096349,-28.836723,-3.055051,-0.019846,0.073591,1.834205,1,0.076220,0,4.000000,2.037605,0.221714,0
71,8,Car,40.250826,-9.117262,-0.123481,0.109050,0.112942,0.802928,1,0.156996,0,2.000000,0.145505,0.471775,0
71,23,Car,10.819260,27.575564,-1.570796,0.048019,0.038288,0.673129,1,0.061415,0,1.000000,0.492380,0.002718,0
71,30,Car,27.379560,-27.618979,-1.570796,0.035406,-0.182204,-1.378866,1,0.185612,0,1.000000,1.918859,0.000002,0
71,35,Car,24.008268,-29.712225,-5.746538,-0.588971,2.996892,1.764850,1,3.054218,0,3.000000,0.237532,0.023918,0
72,3,Car,14.793192,30.284827,-3.334576,-0.041683,-0.092563,-1.993919,1,0.101516,0,6.000000,0.910580,0.338173,0
72,4,Car,31.080374,-28.811722,-3.077515,-0.035425,0.093237,1.933898,1,0.099740,0,2.000000,1.677361,0.221714,0
72,8,Car,40.221167,-9.155687,-0.894144,0.064070,0.057810,0.734083,1,0.086295,0,21.000000,1.242605,0.583317,0
72,23,Car,10.755579,27.658372,-1.570796,-0.011697,0.107157,1.679526,1,0.107794,0,1.000000,0.492380,0.002718,0
72,30,Car,27.405397,-27.720174,-1.570796,0.056577,-0.260991,-1.357320,1,0.267053,0,1.000000,1.918859,0.000002,0
72,35,Car,23.991153,-29.440734,-5.380371,-0.541882,2.965113,1.751554,1,3.014221,1,10.000000,0.839784,0.089615,0
72,37,Car,42.848778,6.788024,-2.688919,0.000000,0.000000,,1,0.000000,0,5.000000,0.308458,0.186344,0
73,3,Car,14.764833,30.266555,2.201583,-0.068688,-0.102628,-2.160610,1,0.123493,0,4.000000,0.543764,0.109843,0
73,4,Car,31.087645,-28.875272,-2.998369,-0.023361,0.011936,2.669241,1,0.026234,0,3.000000,2.032974,0.036871,0
73,8,Car,40.192295,-9.182656,-0.865960,0.024875,0.021425,0.711028,1,0.032830,0,13.000000,1.080160,0.600784,0
73,23,Car,10.822085,27.612776,-1.570796,0.047913,0.057556,0.876572,1,0.074889,0,1.000000,0.492380,0.002718,0
73,30,Car,27.403290,-27.776200,-1.570796,0.048953,-0.290377,-1.403783,1,0.294475,0,1.000000,1.918859,0.000002,0
73,35,Car,23.991428,-29.158494,-5.588671,-0.480744,2.949093,1.732389,1,2.988020,1,7.000000,0.355122,0.067680,0
73,37,Car,42.792900,6.813495,-3.396708,-0.046236,0.021076,2.713897,1,0.050813,0,2.000000,0.145069,0.186344,0
73,38,Car,12.438351,34.277702,-1.910152,0.000000,0.000000,,1,0.000000,0,2.000000,0.111881,1.900000,0
74,3,Car,14.750907,30.248182,-3.787210,-0.076565,-0.111681,-2.171768,1,0.135406,0,5.000000,0.563370,0.159930,0
74,4,Car,31.090467,-28.951277,-3.058226,-0.017599,-0.074296,-1.803391,1,0.076352,0,5.000000,1.957361,0.300377,0
74,8,Car,40.153986,-9.214771,-0.775419,-0.020523,-0.016696,-2.458642,1,0.026457,0,15.000000,1.202698,0.400761,0
74,23,Car,10.785295,27.693127,-1.570796,0.010316,0.125003,1.488454,1,0.125428,0,1.000000,0.492380,0.002718,0
74,30,Car,27.406245,-27.825795,-1.570796,0.046985,-0.311235,-1.420965,1,0.314761,0,1.000000,1.918859,0.000002,0
74,35,Car,23.947326,-28.904502,-5.612977,-0.476298,2.903295,1.733402,1,2.942105,1,8.000000,0.461842,0.059772,0
74,37,Car,42.704720,6.830621,-3.141593,-0.225539,0.053305,2.909508,1,0.231752,0,1.000000,0.145069,0.186344,0
74,38,Car,12.387944,34.241894,-1.570796,-0.041709,-0.029629,-2.523931,1,0.051162,0,1.000000,0.111881,1.900000,0
75,3,Car,14.746503,30.307075,-3.498401,-0.072934,-0.033473,-2.711324,1,0.080248,0,2.000000,1.100300,0.000000,0
75,4,Car,31.095580,-28.949992,-2.999828,-0.009917,-0.064554,-1.723227,1,0.065311,0,3.000000,1.546482,0.130678,0
75,8,Car,40.150032,-9.223283,-0.984491,-0.022642,-0.024320,-2.320473,1,0.033228,0,12.000000,1.179974,0.180439,0
75,30,Car,27.394035,-27.677779,-7.730232,0.029321,-0.124095,-1.338776,1,0.127512,0,2.000000,1.886173,0.000002,0
75,35,Car,23.909711,-28.703919,-5.379641,-0.465112,2.803048,1.735229,1,2.841374,1,4.000000,0.592535,0.017506,0
75,38,Truck,12.690124,33.129168,-1.570796,0.615684,-2.411051,-1.320780,1,2.488420,0,3.000000,7.295361,4.382410,1
75,23,Car,10.786326,27.705627,-1.570796,0.010316,0.125003,1.488454,0,0.125428,0,1.000000,0.492380,0.002718,0
76,3,Car,14.745439,30.352151,-3.338735,-0.065981,0.020582,2.839222,1,0.069117,0,6.000000,1.616966,0.354675,0
76,4,Car,31.141430,-29.128817,-3.141593,0.042464,-0.257306,-1.407238,1,0.260786,0,1.000000,1.546482,0.130678,0
76,8,Car,40.139774,-9.226848,-0.932015,-0.031557,-0.025584,-2.460364,1,0.040625,0,16.000000,1.287546,0.223553,0
76,30,Car,27.379105,-27.714898,-1.570796,0.010202,-0.150542,-1.503129,1,0.150888,0,1.000000,1.886173,0.000002,0
76,35,Car,23.862405,-28.594835,-5.542588,-0.465998,2.612050,1.747342,1,2.653292,1,2.000000,0.104828,0.000000,0
76,38,Car,12.604977,33.471366,-2.216347,0.209597,-0.796556,-1.313499,1,0.823670,0,2.000000,0.116817,4.382410,0
76,39,Car,15.498515,34.269165,-1.538047,0.000000,0.000000,,1,0.000000,0,2.000000,0.128618,1.900000,0
76,40,Car,39.239273,9.983777,-3.335055,0.000000,0.000000,,1,0.000000,0,16.000000,1.233055,0.448524,0
76,23,Car,10.787358,27.718127,-1.570796,0.010316,0.125003,1.488454,0,0.125428,0,1.000000,0.492380,0.002718,0
77,3,Car,14.710137,30.349091,-3.319235,-0.098023,0.014869,2.991053,1,0.099144,0,5.000000,1.131454,0.095735,0
77,4,Car,31.125563,-29.075866,-3.015953,0.019970,-0.169312,-1.453392,1,0.170486,0,2.000000,1.798424,0.000002,0
77,8,Car,40.146761,-9.229631,-0.836574,-0.020237,-0.025835,-2.235283,1,0.032818,0,15.000000,1.175930,0.419075,0
77,40,Car,38.287869,9.994109,-2.861274,-0.787236,0.008549,3.130733,1,0.787283,0,31.000000,1.697163,0.433350,0
77,38,Car,12.625936,33.391711,-2.216347,0.209597,-0.796556,-1.313499,0,0.823670,0,2.000000,0.116817,4.382410,0
77,39,Car,15.498515,34.269165,-1.538047,0.000000,0.000000,,0,0.000000,0,2.000000,0.128618,1.900000,0
77,23,Car,10.788389,27.730628,-1.570796,0.010316,0.125003,1.488454,0,0.125428,0,1.000000,0.492380,0.002718,0
77,35,Car,23.815805,-28.333630,-5.542588,-0.465998,2.612050,1.747342,0,2.653292,1,2.000000,0.104828,0.000000,0
78,3,Car,14.738746,30.415766,-3.215628,-0.055144,0.087637,2.132432,1,0.103543,0,3.000000,0.478075,0.252819,0
78,4,Car,31.125485,-29.080521,-3.019700,0.017650,-0.155584,-1.457838,1,0.156582,0,3.000000,1.963526,0.106590,0
78,8,Car,40.142757,-9.226871,-0.986875,-0.022449,-0.019868,-2.417111,1,0.029978,0,18.000000,1.201956,0.373520,0
78,38,Car,12.522233,33.835209,-1.788360,-0.084273,0.436685,1.761437,1,0.444742,0,2.000000,0.112717,4.382410,0
78,39,Car,15.473400,34.309039,-1.570796,-0.033364,0.052970,2.132886,1,0.062602,0,1.000000,0.128618,1.900000,0
78,40,Car,37.331877,9.977183,-2.986910,-2.669752,-0.029606,-3.130504,1,2.669916,0,17.000000,1.297592,0.378193,0
78,23,Car,10.789421,27.743128,-1.570796,0.010316,0.125003,1.488454,0,0.125428,0,1.000000,0.492380,0.002718,0
78,35,Car,23.769205,-28.072425,-5.542588,-0.465998,2.612050,1.747342,0,2.653292,0,2.000000,0.104828,0.000000,0
79,3,Car,14.734575,30.499919,-3.344469,-0.053644,0.171795,1.873461,1,0.179975,0,6.000000,1.498070,0.159906,0
79,4,Car,31.114246,-28.695963,-3.461409,0.003111,0.291755,1.560133,1,0.291772,0,4.000000,1.942593,0.186718,0
79,8,Car,40.136583,-9.229839,-0.901848,-0.026836,-0.020965,-2.478423,1,0.034054,0,15.000000,1.184378,0.652502,0
79,23,Car,10.716875,27.750174,-1.570796,-0.055254,0.120142,2.001858,1,0.132239,0,1.000000,0.492380,0.002718,0
79,38,Car,12.474513,34.054527,-1.971306,-0.166629,0.804837,1.774947,1,0.821905,0,2.000000,0.111950,4.382410,0
79,40,Car,36.094160,9.864010,-3.061457,-5.356616,-0.334659,-3.079198,1,5.367060,0,20.000000,1.588778,0.195942,0
79,35,Car,23.722605,-27.811220,-5.542588,-0.465998,2.612050,1.747342,0,2.653292,0,2.000000,0.104828,0.000000,0
79,39,Car,15.470064,34.314336,-1.570796,-0.033364,0.052970,2.132886,0,0.062602,0,1.000000,0.128618,1.900000,0
80,3,Car,14.780826,30.510348,-3.141593,0.003974,0.164259,1.546610,1,0.164307,0,1.000000,1.498070,0.159906,0
80,4,Car,31.109556,-28.712592,-3.141593,-0.002480,0.240557,1.581103,1,0.240570,0,2.000000,2.007980,0.266788,0
80,8,Car,40.141199,-9.224455,-0.921963,-0.018683,-0.012608,-2.547940,1,0.022539,0,14.000000,1.266870,0.223307,0
80,23,Car,10.686534,27.780094,-1.570796,-0.077329,0.136070,2.087585,1,0.156508,0,1.000000,0.492380,0.002718,0
80,35,Car,24.079726,-27.522314,-6.283185,-0.056845,2.640123,1.592324,1,2.640735,0,1.000000,0.104828,0.000000,0
80,38,Car,12.428010,34.200952,-1.570796,-0.223182,0.929808,1.806370,1,0.956218,0,1.000000,0.111950,4.382410,0
80,39,Car,15.517676,34.275533,-1.570796,0.076166,-0.041835,-0.502281,1,0.086899,0,1.000000,0.128618,1.900000,0
80,40,Car,34.657515,9.704499,-2.839617,-7.832438,-0.681020,-3.054862,1,7.861990,0,28.000000,1.862510,1.262730,0
81,3,Car,14.763010,30.492887,-3.421813,-0.016359,0.126431,1.699468,1,0.127485,0,11.000000,1.346989,0.384378,0
81,4,Car,31.110937,-28.680485,-2.927323,-0.000658,0.249554,1.573434,1,0.249555,0,2.000000,1.557934,0.000002,0
81,8,Car,40.124379,-9.230080,-0.872382,-0.035386,-0.017483,-2.682704,1,0.039469,0,17.000000,1.233070,0.227589,0
81,23,Car,10.659494,27.782309,-1.570796,-0.094808,0.125757,2.216787,1,0.157491,0,1.000000,0.492380,0.002718,0
81,35,Car,24.244446,-27.316807,-6.106081,0.112309,2.582048,1.527328,1,2.584489,0,4.000000,0.406315,0.040440,0
81,38,Car,12.430578,34.262196,-1.570796,-0.180058,0.874814,1.773786,1,0.893152,0,1.000000,0.111950,4.382410,0
81,40,Car,33.874272,9.636396,-2.839617,-7.832438,-0.681020,-3.054862,0,7.861990,1,28.000000,1.862510,1.262730,0
81,39,Car,15.525293,34.271350,-1.570796,0.076166,-0.041835,-0.502281,0,0.086899,0,1.000000,0.128618,1.900000,0
82,3,Car,14.805737,30.516998,-2.872130,0.033164,0.139233,1.336963,1,0.143128,0,6.000000,2.625690,0.574717,1
82,4,Car,31.082075,-28.504269,-3.141593,-0.032829,0.418538,1.649074,1,0.419823,0,1.000000,1.557934,0.000002,0
82,8,Car,40.106932,-9.244889,-0.831678,-0.050921,-0.032072,-2.579516,1,0.060179,0,14.000000,1.010620,0.267010,0
82,23,Car,10.661820,27.841841,-1.570796,-0.083800,0.169534,2.029869,1,0.189114,0,1.000000,0.492380,0.002718,0
82,35,Car,24.347091,-27.146138,-6.277215,0.202591,2.495595,1.489795,1,2.503805,0,4.000000,0.437384,0.050543,0
82,38,Car,12.419494,34.319909,-2.023500,-0.168988,0.827204,1.772312,1,0.844288,0,2.000000,0.112435,4.382410,0
82,40,Car,33.091028,9.568294,-2.839617,-7.832438,-0.681020,-3.054862,0,7.861990,1,28.000000,1.862510,1.262730,0
82,39,Car,15.532909,34.267166,-1.570796,0.076166,-0.041835,-0.502281,0,0.086899,0,1.000000,0.128618,1.900000,0
83,3,Car,14.800894,30.546645,-3.324700,0.024055,0.156785,1.418556,1,0.158620,0,9.000000,1.403515,0.326992,0
83,4,Car,31.092256,-28.565242,-2.968826,-0.017791,0.303688,1.629312,1,0.304209,0,5.000000,1.975903,0.240402,0
83,8,Car,40.085302,-9.256378,-0.917741,-0.069393,-0.041323,-2.604496,1,0.080765,0,14.000000,1.021738,0.262159,0
83,23,Car,10.645122,27.839179,-1.570796,-0.091828,0.150601,2.118349,1,0.176389,0,1.000000,0.492380,0.002718,0
83,35,Car,24.375602,-27.001926,-6.311191,0.210791,2.390911,1.482860,1,2.400185,0,2.000000,0.154621,0.050543,0
83,40,Car,30.147075,9.141498,-2.880346,-11.776270,-1.335726,-3.028650,1,11.851781,1,50.000000,1.961404,0.627230,1
83,39,Car,15.540526,34.262983,-1.570796,0.076166,-0.041835,-0.502281,0,0.086899,0,1.000000,0.128618,1.900000,0
83,38,Car,12.402595,34.402629,-2.023500,-0.168988,0.827204,1.772312,0,0.844288,0,2.000000,0.112435,4.382410,0
84,3,Car,14.786364,30.547564,-3.307575,0.005150,0.140309,1.534106,1,0.140404,0,8.000000,1.380615,0.395947,0
84,4,Car,31.092550,-28.643436,-3.022336,-0.015476,0.182456,1.655415,1,0.183111,0,3.000000,1.934866,0.123312,0
84,8,Car,40.086777,-9.249608,-0.916541,-0.059995,-0.029147,-2.689351,1,0.066700,0,15.000000,1.249454,0.204323,0
84,35,Car,24.410001,-26.887195,-6.283185,0.224205,2.265677,1.472160,1,2.276743,0,1.000000,0.154621,0.050543,0
84,39,Car,15.552089,34.252842,-1.570796,0.082197,-0.050938,-0.554784,1,0.096701,0,1.000000,0.128618,1.900000,0
84,40,Car,28.329847,8.877414,3.987736,-12.820935,-1.548892,-3.021366,1,12.914156,1,55.000000,2.131809,2.091311,1
84,23,Car,10.635940,27.854239,-1.570796,-0.091828,0.150601,2.118349,0,0.176389,0,1.000000,0.492380,0.002718,0
84,38,Car,12.385696,34.485349,-2.023500,-0.168988,0.827204,1.772312,0,0.844288,0,2.000000,0.112435,4.382410,0
85,3,Car,14.762285,30.553022,-3.368107,-0.022303,0.130739,1.739765,1,0.132628,0,3.000000,0.934013,0.016789,0
85,4,Car,31.080998,-28.670077,-3.039415,-0.026646,0.132338,1.769489,1,0.134994,0,2.000000,1.952562,0.000002,0
85,8,Car,40.084604,-9.256336,-0.949914,-0.055722,-0.033405,-2.601552,1,0.064968,0,17.000000,1.148703,0.463461,0
85,35,Car,24.468775,-26.795284,-5.609034,0.261442,2.127746,1.448537,1,2.143748,0,7.000000,0.565435,0.141357,0
85,39,Car,15.557704,34.251033,-1.570796,0.078478,-0.046249,-0.532529,1,0.091092,0,1.000000,0.128618,1.900000,0
85,23,Car,10.626757,27.869299,-1.570796,-0.091828,0.150601,2.118349,0,0.176389,0,1.000000,0.492380,0.002718,0
85,38,Car,12.368797,34.568070,-2.023500,-0.168988,0.827204,1.772312,0,0.844288,0,2.000000,0.112435,4.382410,0
85,40,Car,27.047753,8.722525,3.987736,-12.820935,-1.548892,-3.021366,0,12.914156,1,55.000000,2.131809,2.091311,1
86,3,Car,14.805802,30.619469,-3.122892,0.028764,0.190319,1.420796,1,0.192480,0,2.000000,0.666876,0.016789,0
86,4,Car,31.058723,-28.507785,-3.141593,-0.048540,0.298749,1.731865,1,0.302666,0,1.000000,1.952562,0.000002,0
86,8,Car,40.074305,-9.259348,-0.926978,-0.061000,-0.033038,-2.645217,1,0.069372,0,18.000000,1.435698,0.302124,0
86,23,Car,10.620992,27.860567,-1.570796,-0.088440,0.127018,2.179025,1,0.154775,0,1.000000,0.492380,0.002718,0
86,35,Car,24.535052,-26.701275,-6.130787,0.303298,2.003880,1.420581,1,2.026703,0,4.000000,0.400036,0.110153,0
86,38,Car,12.383526,34.429025,-1.988910,-0.132741,0.573042,1.798424,1,0.588215,0,2.000000,0.111932,4.382410,0
86,41,Car,-19.558874,-6.766013,-2.113977,0.000000,0.000000,,1,0.000000,0,51.000000,1.962158,0.650405,1
86,40,Car,25.765660,8.567636,3.987736,-12.820935,-1.548892,-3.021366,0,12.914156,1,55.000000,2.131809,2.091311,1
87,3,Car,14.795239,30.624201,-3.331574,0.013762,0.174356,1.492031,1,0.174898,0,6.000000,0.940144,0.342652,0
87,4,Car,31.084772,-28.626251,-2.964249,-0.014041,0.133153,1.675861,1,0.133891,0,4.000000,2.006416,0.246315,0
87,8,Car,40.071342,-9.261164,-7.061394,-0.057498,-0.031377,-2.642051,1,0.065502,0,3.000000,1.362396,0.022873,0
87,23,Car,10.703929,27.750593,-1.570796,0.002614,0.005313,1.113481,1,0.005921,0,1.000000,0.492380,0.002718,0
87,35,Car,24.518816,-26.641748,-5.592384,0.253892,1.854426,1.434731,1,1.871726,0,2.000000,0.224060,0.110153,0
87,38,Car,12.389181,34.448757,-1.570796,-0.112262,0.532394,1.778614,1,0.544101,0,1.000000,0.111932,4.382410,0
87,41,Car,-19.308812,-6.576621,-1.570796,0.206913,0.156712,0.648210,1,0.259561,0,1.000000,1.962158,0.650405,0
87,42,Car,23.821165,-30.707283,-0.927565,0.000000,0.000000,,1,0.000000,0,3.000000,0.238470,0.011021,0
87,40,Car,24.483566,8.412746,3.987736,-12.820935,-1.548892,-3.021366,0,12.914156,1,55.000000,2.131809,2.091311,1
88,3,Car,14.775746,30.546870,-3.903045,-0.009535,0.068569,1.708968,1,0.069229,0,4.000000,0.507336,0.159605,0
88,4,Car,31.094574,-28.698796,-2.995668,-0.001533,0.037310,1.611867,1,0.037341,0,5.000000,1.960522,0.139339,0
88,8,Car,40.076656,-9.249378,-0.940443,-0.045146,-0.014716,-2.826494,1,0.047483,0,17.000000,1.305735,0.410160,0
88,35,Car,24.540054,-26.588831,-5.936329,0.249420,1.711667,1.426097,1,1.729744,0,3.000000,0.607943,0.099335,0
88,38,Car,12.392539,34.415681,-1.927603,-0.097022,0.442197,1.786782,1,0.452716,0,2.000000,0.111738,4.382410,0
88,41,Car,-19.143694,-6.485180,-1.619180,0.516837,0.319305,0.553409,1,0.607517,0,12.000000,1.430740,0.230504,0
88,42,Car,23.821165,-30.707283,-0.927565,0.000000,0.000000,,0,0.000000,0,3.000000,0.238470,0.011021,0
88,40,Car,23.201473,8.257857,3.987736,-12.820935,-1.548892,-3.021366,0,12.914156,1,55.000000,2.131809,2.091311,1
88,23,Car,10.704190,27.751125,-1.570796,0.002614,0.005313,1.113481,0,0.005921,0,1.000000,0.492380,0.002718,0
89,3,Car,14.816747,30.589457,-3.302299,0.037299,0.108454,1.239556,1,0.114689,0,7.000000,1.590034,0.725888,0
89,4,Car,31.066879,-28.534150,3.141593,-0.032276,0.216928,1.718499,1,0.219315,0,1.000000,1.960522,0.139339,0
89,8,Car,40.099171,-9.236660,-0.965936,-0.014970,0.001125,3.066575,1,0.015013,0,16.000000,1.334583,0.361179,0
89,35,Car,24.552455,-26.541029,-5.785525,0.235739,1.577091,1.422418,1,1.594612,0,4.000000,0.583920,0.113232,0
89,38,Car,12.374915,34.389185,-1.570796,-0.105159,0.369553,1.848027,1,0.384223,0,1.000000,0.111738,4.382410,0
89,42,Car,24.099953,-29.780638,-1.570796,0.370351,1.230987,1.278553,1,1.285492,0,1.000000,0.238470,0.011021,0
89,40,Car,21.919379,8.102968,3.987736,-12.820935,-1.548892,-3.021366,0,12.914156,1,55.000000,2.131809,2.091311,1
89,23,Car,10.704451,27.751656,-1.570796,0.002614,0.005313,1.113481,0,0.005921,0,1.000000,0.492380,0.002718,0
90,3,Car,14.797952,30.519171,-3.841573,0.012155,0.017888,0.973961,1,0.021626,0,4.000000,0.511261,0.177654,0
90,4,Car,31.040803,-28.386808,-3.141593,-0.057778,0.357178,1.731171,1,0.361821,0,1.000000,1.960522,0.139339,0
90,8,Car,40.135764,-9.214420,-0.840775,0.027551,0.025827,0.753113,1,0.037763,0,24.000000,1.281111,0.433285,0
90,35,Car,24.568409,-26.520671,0.341459,0.227344,1.425764,1.412673,1,1.443775,0,3.000000,0.613611,0.055920,0
90,38,Car,12.382947,34.386008,-2.323833,-0.086184,0.328496,1.827374,1,0.339613,0,2.000000,0.121695,4.382410,0
90,40,Car,19.365918,7.793084,-1.920242,-14.040289,-1.697546,-3.021271,1,14.142538,1,167.000000,3.693195,1.697479,1
90,42,Car,24.136988,-29.657540,-1.570796,0.370351,1.230987,1.278553,0,1.285492,0,1.000000,0.238470,0.011021,0
90,23,Car,10.704713,27.752187,-1.570796,0.002614,0.005313,1.113481,0,0.005921,0,1.000000,0.492380,0.002718,0
91,3,Car,14.777981,30.460393,-3.867133,-0.011496,-0.049722,-1.798013,1,0.051034,0,4.000000,0.547672,0.265219,0
91,4,Car,30.988561,-28.443039,-3.273439,-0.109642,0.254545,1.977517,1,0.277154,0,2.000000,1.904692,0.139339,0
91,8,Car,40.158750,-9.195963,-0.987730,0.050134,0.043547,0.715201,1,0.066406,0,17.000000,1.304024,0.231970,0
91,35,Car,24.569571,-26.520841,0.467706,0.203400,1.267327,1.411658,1,1.283546,0,2.000000,0.580738,0.055920,0
91,40,Car,17.870471,7.598574,-1.949418,-14.124276,-1.720289,-3.020393,1,14.228653,1,97.000000,3.441303,1.007512,1
91,42,Car,23.946123,-29.323423,-1.570796,-0.119586,1.684632,1.641664,1,1.688871,0,1.000000,0.238470,0.011021,0
91,38,Car,12.374328,34.418858,-2.323833,-0.086184,0.328496,1.827374,0,0.339613,0,2.000000,0.121695,4.382410,0
91,23,Car,10.704974,27.752718,-1.570796,0.002614,0.005313,1.113481,0,0.005921,0,1.000000,0.492380,0.002718,0
92,3,Car,14.796598,30.508856,-4.346806,0.010570,0.009927,0.754041,1,0.014500,0,2.000000,0.560402,0.265219,0
92,4,Car,30.975376,-28.314006,-3.141593,-0.112121,0.370160,1.864910,1,0.386768,0,1.000000,1.904692,0.139339,0
92,8,Car,40.184528,-9.178749,-0.961052,0.073314,0.057902,0.668482,1,0.093421,0,19.000000,1.380394,0.310596,0
92,35,Car,24.502046,-26.526570,-5.925157,0.105373,1.119545,1.476952,1,1.124493,0,2.000000,0.119368,0.055920,0
92,38,Car,12.378886,34.382984,-1.945185,-0.072840,0.258894,1.845055,1,0.268946,0,2.000000,0.111675,4.382410,0
92,40,Car,16.622084,7.375521,-1.564534,-13.975485,-1.766570,-3.015855,1,14.086694,1,12.000000,0.812563,0.204381,0
92,43,Car,27.296490,-27.794380,-1.570796,0.000000,0.000000,,1,0.000000,0,1.000000,0.000000,1.900000,0
92,23,Car,10.705236,27.753250,-1.570796,0.002614,0.005313,1.113481,0,0.005921,0,1.000000,0.492380,0.002718,0
93,3,Car,14.848409,30.360824,-4.195769,0.067226,-0.156427,-1.164901,1,0.170261,0,3.000000,1.765604,0.602898,0
93,8,Car,40.188322,-9.170915,-0.881130,0.069366,0.060183,0.714639,1,0.091835,0,20.000000,1.427485,0.312908,0
93,23,Car,10.812146,27.577494,-1.570796,0.095240,-0.147795,-0.998363,1,0.175824,0,1.000000,0.492380,0.002718,0
93,35,Car,24.171874,-27.762636,-6.283185,-0.058061,1.332597,1.614339,1,1.333861,0,1.000000,0.119368,0.055920,0
93,38,Car,12.385859,34.367553,-1.892660,-0.058426,0.217121,1.833665,1,0.224845,0,2.000000,0.111812,4.382410,0
93,4,Car,30.964164,-28.276990,-3.141593,-0.112121,0.370160,1.864910,0,0.386768,0,1.000000,1.904692,0.139339,0
93,43,Car,27.296490,-27.794380,-1.570796,0.000000,0.000000,,0,0.000000,0,1.000000,0.000000,1.900000,0
94,3,Car,14.815651,30.352620,-3.527814,0.023154,-0.148124,-1.415737,1,0.149923,0,4.000000,1.161304,0.101187,0
94,4,Car,30.960382,-28.162938,-3.141593,-0.103993,0.454436,1.795763,1,0.466183,0,1.000000,1.904692,0.139339,0
94,8,Car,40.198866,-9.156486,-0.925410,0.073392,0.069572,0.758682,1,0.101127,0,14.000000,1.220160,0.284208,0
94,23,Car,10.837636,27.516132,-1.570796,0.108979,-0.187877,-1.045173,1,0.217196,0,1.000000,0.492380,0.002718,0
94,35,Car,24.261668,-27.271749,-5.880982,0.101894,1.930971,1.518077,1,1.933657,0,3.000000,0.707324,0.008682,0
94,38,Car,12.394728,34.364838,-2.134028,-0.043449,0.192252,1.793063,1,0.197100,0,2.000000,0.114544,4.382410,0
94,43,Car,27.277487,-27.220315,-7.733307,-0.025244,0.762608,1.603887,1,0.763026,0,2.000000,1.874540,0.000002,0
95,3,Car,14.803705,30.312592,-3.858458,0.007235,-0.176272,-1.529777,1,0.176421,0,3.000000,0.558640,0.107456,0
